ground,date,winner,host_country,home_team,away_team,neutral
Colombo,"Sep 4, 1992",Sri Lanka,Sri Lanka,Sri Lanka,Australia,False
Colombo,"Sep 5, 1992",Australia,Sri Lanka,Sri Lanka,Australia,False
Harare,"Oct 25, 1992",India,Zimbabwe,Zimbabwe,India,False
Bulawayo,"Oct 31, 1992",New Zealand,Zimbabwe,Zimbabwe,New Zealand,False
Harare,"Nov 8, 1992",New Zealand,Zimbabwe,Zimbabwe,New Zealand,False
Perth,"Dec 4, 1992",Pakistan,Australia,West Indies,Pakistan,True
Perth,"Dec 6, 1992",West Indies,Australia,Australia,West Indies,False
Cape Town,"Dec 7, 1992",South Africa,South Africa,South Africa,India,False
Sydney,"Dec 8, 1992",Australia,Australia,Australia,West Indies,False
Port Elizabeth,"Dec 9, 1992",South Africa,South Africa,South Africa,India,False
Centurion,"Dec 11, 1992",India,South Africa,South Africa,India,False
Adelaide,"Dec 12, 1992",West Indies,Australia,West Indies,Pakistan,True
Colombo,"Dec 12, 1992",Sri Lanka,Sri Lanka,Sri Lanka,New Zealand,False
Adelaide,"Dec 13, 1992",Australia,Australia,Australia,Pakistan,False
Colombo,"Dec 13, 1992",Sri Lanka,Sri Lanka,Sri Lanka,New Zealand,False
Johannesburg,"Dec 13, 1992",South Africa,South Africa,South Africa,India,False
Melbourne,"Dec 15, 1992",Australia,Australia,Australia,West Indies,False
Bloemfontein,"Dec 15, 1992",South Africa,South Africa,South Africa,India,False
Sydney,"Dec 17, 1992",West Indies,Australia,West Indies,Pakistan,True
Durban,"Dec 17, 1992",South Africa,South Africa,South Africa,India,False
East London,"Dec 19, 1992",India,South Africa,South Africa,India,False
Wellington,"Dec 26, 1992",Pakistan,New Zealand,New Zealand,Pakistan,False
Napier,"Dec 28, 1992",New Zealand,New Zealand,New Zealand,Pakistan,False
Auckland,"Dec 30, 1992",New Zealand,New Zealand,New Zealand,Pakistan,False
Brisbane,"Jan 9, 1993",West Indies,Australia,West Indies,Pakistan,True
Brisbane,"Jan 10, 1993",West Indies,Australia,Australia,West Indies,False
Melbourne,"Jan 12, 1993",Australia,Australia,Australia,Pakistan,False
Sydney,"Jan 14, 1993",Australia,Australia,Australia,Pakistan,False
Sydney,"Jan 16, 1993",West Indies,Australia,Australia,West Indies,False
Melbourne,"Jan 18, 1993",West Indies,Australia,Australia,West Indies,False
Jaipur,"Jan 18, 1993",England,India,India,England,False
Chandigarh,"Jan 21, 1993",India,India,India,England,False
Sharjah,"Feb 1, 1993",Pakistan,U.A.E.,Zimbabwe,Pakistan,True
Sharjah,"Feb 2, 1993",Pakistan,U.A.E.,Sri Lanka,Pakistan,True
Sharjah,"Feb 3, 1993",Sri Lanka,U.A.E.,Zimbabwe,Sri Lanka,True
Sharjah,"Feb 4, 1993",Pakistan,U.A.E.,Sri Lanka,Pakistan,True
Durban,"Feb 9, 1993",Pakistan,South Africa,South Africa,Pakistan,False
Port Elizabeth,"Feb 11, 1993",South Africa,South Africa,South Africa,West Indies,False
Johannesburg,"Feb 13, 1993",West Indies,South Africa,West Indies,Pakistan,True
East London,"Feb 15, 1993",Pakistan,South Africa,South Africa,Pakistan,False
Cape Town,"Feb 17, 1993",South Africa,South Africa,South Africa,West Indies,False
Durban,"Feb 19, 1993",West Indies,South Africa,West Indies,Pakistan,True
Centurion,"Feb 21, 1993",Pakistan,South Africa,South Africa,Pakistan,False
Bloemfontein,"Feb 23, 1993",West Indies,South Africa,South Africa,West Indies,False
Cape Town,"Feb 25, 1993",West Indies,South Africa,West Indies,Pakistan,True
Bengaluru,"Feb 26, 1993",England,India,India,England,False
Johannesburg,"Feb 27, 1993",West Indies,South Africa,West Indies,Pakistan,True
Jamshedpur,"Mar 1, 1993",England,India,India,England,False
Harare,"Mar 2, 1993",Pakistan,Zimbabwe,Zimbabwe,Pakistan,False
Gwalior,"Mar 4, 1993",India,India,India,England,False
Gwalior,"Mar 5, 1993",India,India,India,England,False
Colombo,"Mar 10, 1993",Sri Lanka,Sri Lanka,Sri Lanka,England,False
Dunedin,"Mar 19, 1993",Australia,New Zealand,New Zealand,Australia,False
Faridabad,"Mar 19, 1993",India,India,India,Zimbabwe,False
Moratuwa,"Mar 20, 1993",Sri Lanka,Sri Lanka,Sri Lanka,England,False
Christchurch,"Mar 21-22, 1993",Australia,New Zealand,New Zealand,Australia,False
Guwahati,"Mar 22, 1993",India,India,India,Zimbabwe,False
Kingston,"Mar 23, 1993",West Indies,West Indies,West Indies,Pakistan,False
Wellington,"Mar 24, 1993",New Zealand,New Zealand,New Zealand,Australia,False
Pune,"Mar 25, 1993",India,India,India,Zimbabwe,False
Port of Spain,"Mar 26, 1993",West Indies,West Indies,West Indies,Pakistan,False
Hamilton,"Mar 27, 1993",New Zealand,New Zealand,New Zealand,Australia,False
Port of Spain,"Mar 27, 1993",Pakistan,West Indies,West Indies,Pakistan,False
Auckland,"Mar 28, 1993",Australia,New Zealand,New Zealand,Australia,False
Kingstown,"Mar 30, 1993",Pakistan,West Indies,West Indies,Pakistan,False
Manchester,"May 19, 1993",Australia,England,England,Australia,False
Birmingham,"May 21, 1993",Australia,England,England,Australia,False
Lord's,"May 23, 1993",Australia,England,England,Australia,False
Colombo,"Jul 25, 1993",India,Sri Lanka,Sri Lanka,India,False
Colombo,"Aug 12, 1993",Sri Lanka,Sri Lanka,Sri Lanka,India,False
Moratuwa,"Aug 14, 1993",Sri Lanka,Sri Lanka,Sri Lanka,India,False
Colombo,"Sep 2, 1993",South Africa,Sri Lanka,Sri Lanka,South Africa,False
Colombo,"Sep 4, 1993",Sri Lanka,Sri Lanka,Sri Lanka,South Africa,False
Sharjah,"Oct 28, 1993",West Indies,U.A.E.,West Indies,Sri Lanka,True
Sharjah,"Oct 29, 1993",West Indies,U.A.E.,West Indies,Pakistan,True
Sharjah,"Oct 30, 1993",Pakistan,U.A.E.,Sri Lanka,Pakistan,True
Sharjah,"Nov 1, 1993",Pakistan,U.A.E.,West Indies,Pakistan,True
Sharjah,"Nov 2, 1993",Pakistan,U.A.E.,Sri Lanka,Pakistan,True
Sharjah,"Nov 3, 1993",West Indies,U.A.E.,West Indies,Sri Lanka,True
Sharjah,"Nov 5, 1993",West Indies,U.A.E.,West Indies,Pakistan,True
Kanpur,"Nov 7, 1993",India,India,India,Sri Lanka,False
Mumbai,"Nov 9, 1993",West Indies,India,West Indies,Sri Lanka,True
Mumbai,"Nov 14, 1993",South Africa,India,West Indies,South Africa,True
Patna,"Nov 15, 1993",Sri Lanka,India,Zimbabwe,Sri Lanka,True
Ahmedabad,"Nov 16, 1993",West Indies,India,India,West Indies,False
Guwahati,"Nov 19, 1993",South Africa,India,Sri Lanka,South Africa,True
Hyderabad,"Nov 21, 1993",West Indies,India,Zimbabwe,West Indies,True
Kolkata,"Nov 24, 1993",India,India,India,South Africa,False
Kolkata,"Nov 25, 1993",West Indies,India,West Indies,Sri Lanka,True
Kolkata,"Nov 27, 1993",India,India,India,West Indies,False
Melbourne,"Dec 9, 1993",South Africa,Australia,Australia,South Africa,False
Adelaide,"Dec 12, 1993",Australia,Australia,Australia,New Zealand,False
Sydney,"Dec 14, 1993",Australia,Australia,Australia,South Africa,False
Melbourne,"Dec 16, 1993",Australia,Australia,Australia,New Zealand,False
Colombo,"Dec 16, 1993",Sri Lanka,Sri Lanka,Sri Lanka,West Indies,False
Hobart,"Dec 18, 1993",New Zealand,Australia,South Africa,New Zealand,True
Colombo,"Dec 18, 1993",West Indies,Sri Lanka,Sri Lanka,West Indies,False
Karachi,"Dec 24, 1993",Pakistan,Pakistan,Pakistan,Zimbabwe,False
Rawalpindi,"Dec 25, 1993",Pakistan,Pakistan,Pakistan,Zimbabwe,False
Lahore,"Dec 27, 1993",Pakistan,Pakistan,Pakistan,Zimbabwe,False
Brisbane,"Jan 8, 1994",New Zealand,Australia,South Africa,New Zealand,True
Brisbane,"Jan 9, 1994",Australia,Australia,Australia,South Africa,False
Sydney,"Jan 11, 1994",New Zealand,Australia,Australia,New Zealand,False
Perth,"Jan 14, 1994",South Africa,Australia,South Africa,New Zealand,True
Perth,"Jan 16, 1994",South Africa,Australia,Australia,South Africa,False
Melbourne,"Jan 19, 1994",Australia,Australia,Australia,New Zealand,False
Melbourne,"Jan 21, 1994",South Africa,Australia,Australia,South Africa,False
Sydney,"Jan 23, 1994",Australia,Australia,Australia,South Africa,False
Sydney,"Jan 25, 1994",Australia,Australia,Australia,South Africa,False
Rajkot,"Feb 15, 1994",India,India,India,Sri Lanka,False
Bridgetown,"Feb 16, 1994",England,West Indies,West Indies,England,False
Hyderabad,"Feb 18, 1994",India,India,India,Sri Lanka,False
Johannesburg,"Feb 19, 1994",South Africa,South Africa,South Africa,Australia,False
Jalandhar,"Feb 20, 1994",Sri Lanka,India,India,Sri Lanka,False
Centurion,"Feb 20, 1994",South Africa,South Africa,South Africa,Australia,False
Port Elizabeth,"Feb 22, 1994",Australia,South Africa,South Africa,Australia,False
Durban,"Feb 24, 1994",South Africa,South Africa,South Africa,Australia,False
Kingston,"Feb 26, 1994",West Indies,West Indies,West Indies,England,False
Kingstown,"Mar 2, 1994",West Indies,West Indies,West Indies,England,False
Dunedin,"Mar 3, 1994",Pakistan,New Zealand,New Zealand,Pakistan,False
Port of Spain,"Mar 5, 1994",West Indies,West Indies,West Indies,England,False
Auckland,"Mar 6, 1994",Pakistan,New Zealand,New Zealand,Pakistan,False
Port of Spain,"Mar 6, 1994",England,West Indies,West Indies,England,False
Wellington,"Mar 9, 1994",Pakistan,New Zealand,New Zealand,Pakistan,False
Christchurch,"Mar 16, 1994",New Zealand,New Zealand,New Zealand,Pakistan,False
Napier,"Mar 25, 1994",New Zealand,New Zealand,New Zealand,India,False
Auckland,"Mar 27, 1994",India,New Zealand,New Zealand,India,False
Wellington,"Mar 30, 1994",India,New Zealand,New Zealand,India,False
Christchurch,"Apr 2, 1994",New Zealand,New Zealand,New Zealand,India,False
East London,"Apr 2, 1994",Australia,South Africa,South Africa,Australia,False
Port Elizabeth,"Apr 4, 1994",South Africa,South Africa,South Africa,Australia,False
Cape Town,"Apr 6, 1994",Australia,South Africa,South Africa,Australia,False
Bloemfontein,"Apr 8, 1994",Australia,South Africa,South Africa,Australia,False
Sharjah,"Apr 13, 1994",India,U.A.E.,U.A.E.,India,False
Sharjah,"Apr 14, 1994",Australia,U.A.E.,Sri Lanka,Australia,True
Sharjah,"Apr 15, 1994",Pakistan,U.A.E.,Pakistan,India,True
Sharjah,"Apr 16, 1994",Australia,U.A.E.,New Zealand,Australia,True
Sharjah,"Apr 17, 1994",Pakistan,U.A.E.,U.A.E.,Pakistan,False
Sharjah,"Apr 18, 1994",New Zealand,U.A.E.,Sri Lanka,New Zealand,True
Sharjah,"Apr 19, 1994",India,U.A.E.,India,Australia,True
Sharjah,"Apr 20, 1994",Pakistan,U.A.E.,Pakistan,New Zealand,True
Sharjah,"Apr 22, 1994",Pakistan,U.A.E.,Pakistan,India,True
Birmingham,"May 19, 1994",England,England,England,New Zealand,False
Colombo,"Aug 3, 1994",Pakistan,Sri Lanka,Sri Lanka,Pakistan,False
Colombo,"Aug 6, 1994",Sri Lanka,Sri Lanka,Sri Lanka,Pakistan,False
Colombo,"Aug 7, 1994",Pakistan,Sri Lanka,Sri Lanka,Pakistan,False
Colombo,"Aug 22, 1994",Pakistan,Sri Lanka,Sri Lanka,Pakistan,False
Colombo,"Aug 24, 1994",Pakistan,Sri Lanka,Sri Lanka,Pakistan,False
Birmingham,"Aug 25, 1994",England,England,England,South Africa,False
Manchester,"Aug 27-28, 1994",England,England,England,South Africa,False
Colombo,"Sep 5, 1994",Sri Lanka,Sri Lanka,Sri Lanka,India,False
Colombo,"Sep 7, 1994",Australia,Sri Lanka,Pakistan,Australia,True
Colombo,"Sep 9, 1994",India,Sri Lanka,India,Australia,True
Colombo,"Sep 11, 1994",Sri Lanka,Sri Lanka,Sri Lanka,Pakistan,False
Colombo,"Sep 13, 1994",Sri Lanka,Sri Lanka,Sri Lanka,Australia,False
Colombo,"Sep 17, 1994",India,Sri Lanka,Sri Lanka,India,False
Lahore,"Oct 12, 1994",Australia,Pakistan,South Africa,Australia,True
Multan,"Oct 14, 1994",Australia,Pakistan,Pakistan,Australia,False
Karachi,"Oct 16, 1994",Pakistan,Pakistan,Pakistan,South Africa,False
Faridabad,"Oct 17, 1994",West Indies,India,India,West Indies,False
Faisalabad,"Oct 18, 1994",Australia,Pakistan,South Africa,Australia,True
Mumbai,"Oct 20, 1994",India,India,India,West Indies,False
Rawalpindi,"Oct 20, 1994",Pakistan,Pakistan,Pakistan,South Africa,False
Rawalpindi,"Oct 22, 1994",Pakistan,Pakistan,Pakistan,Australia,False
Chennai,"Oct 23, 1994",India,India,India,West Indies,False
Peshawar,"Oct 24, 1994",Australia,Pakistan,South Africa,Australia,True
Vadodara,"Oct 28, 1994",India,India,India,New Zealand,False
Faisalabad,"Oct 28, 1994",Pakistan,Pakistan,Pakistan,South Africa,False
Kanpur,"Oct 30, 1994",West Indies,India,India,West Indies,False
Lahore,"Oct 30, 1994",Australia,Pakistan,Pakistan,Australia,False
Guwahati,"Nov 1, 1994",West Indies,India,West Indies,New Zealand,True
Delhi,"Nov 3, 1994",India,India,India,New Zealand,False
Harare,"Nov 3, 1994",Sri Lanka,Zimbabwe,Zimbabwe,Sri Lanka,False
Harare,"Nov 5, 1994",Zimbabwe,Zimbabwe,Zimbabwe,Sri Lanka,False
Kolkata,"Nov 5, 1994",India,India,India,West Indies,False
Harare,"Nov 6, 1994",Sri Lanka,Zimbabwe,Zimbabwe,Sri Lanka,False
Visakhapatnam,"Nov 7, 1994",India,India,India,West Indies,False
Cuttack,"Nov 9, 1994",India,India,India,West Indies,False
Jaipur,"Nov 11, 1994",India,India,India,West Indies,False
Perth,"Dec 2, 1994",Australia,Australia,Australia,Zimbabwe,False
Durban,"Dec 2, 1994",Pakistan,South Africa,Sri Lanka,Pakistan,True
Centurion,"Dec 4, 1994",Pakistan,South Africa,Sri Lanka,Pakistan,True
Sydney,"Dec 6, 1994",Australia,Australia,Australia,England,False
Cape Town,"Dec 6, 1994",South Africa,South Africa,South Africa,New Zealand,False
Hobart,"Dec 8, 1994",Australia,Australia,Australia,Zimbabwe,False
Johannesburg,"Dec 10, 1994",South Africa,South Africa,South Africa,Pakistan,False
Centurion,"Dec 11, 1994",South Africa,South Africa,South Africa,New Zealand,False
Port Elizabeth,"Dec 13, 1994",Pakistan,South Africa,Pakistan,New Zealand,True
Sydney,"Dec 15, 1994",Zimbabwe,Australia,Zimbabwe,England,True
Bloemfontein,"Dec 15, 1994",Sri Lanka,South Africa,South Africa,Sri Lanka,False
Durban,"Dec 17, 1994",Pakistan,South Africa,South Africa,Pakistan,False
East London,"Dec 18, 1994",Sri Lanka,South Africa,Sri Lanka,New Zealand,True
East London,"Dec 19, 1994",Pakistan,South Africa,Pakistan,New Zealand,True
Port Elizabeth,"Dec 21, 1994",South Africa,South Africa,South Africa,Sri Lanka,False
Brisbane,"Jan 7, 1995",England,Australia,Zimbabwe,England,True
Melbourne,"Jan 10, 1995",England,Australia,Australia,England,False
Cape Town,"Jan 10, 1995",South Africa,South Africa,South Africa,Pakistan,False
Johannesburg,"Jan 12, 1995",South Africa,South Africa,South Africa,Pakistan,False
Auckland,"Jan 22, 1995",West Indies,New Zealand,New Zealand,West Indies,False
Wellington,"Jan 25, 1995",West Indies,New Zealand,New Zealand,West Indies,False
Christchurch,"Jan 28, 1995",West Indies,New Zealand,New Zealand,West Indies,False
Wellington,"Feb 15, 1995",Australia,New Zealand,South Africa,Australia,True
Napier,"Feb 16, 1995",New Zealand,New Zealand,New Zealand,India,False
Hamilton,"Feb 18, 1995",South Africa,New Zealand,South Africa,India,True
Auckland,"Feb 19, 1995",Australia,New Zealand,New Zealand,Australia,False
Dunedin,"Feb 22, 1995",India,New Zealand,India,Australia,True
Christchurch,"Feb 23-24, 1995",New Zealand,New Zealand,New Zealand,South Africa,False
Harare,"Feb 25, 1995",Pakistan,Zimbabwe,Zimbabwe,Pakistan,False
Auckland,"Feb 26, 1995",Australia,New Zealand,New Zealand,Australia,False
Harare,"Feb 26, 1995",Zimbabwe,Zimbabwe,Zimbabwe,Pakistan,False
Bridgetown,"Mar 8, 1995",West Indies,West Indies,West Indies,Australia,False
Port of Spain,"Mar 11, 1995",Australia,West Indies,West Indies,Australia,False
Port of Spain,"Mar 12, 1995",West Indies,West Indies,West Indies,Australia,False
Kingstown,"Mar 15, 1995",West Indies,West Indies,West Indies,Australia,False
Georgetown,"Mar 18, 1995",West Indies,West Indies,West Indies,Australia,False
Christchurch,"Mar 26, 1995",New Zealand,New Zealand,New Zealand,Sri Lanka,False
Hamilton,"Mar 29, 1995",New Zealand,New Zealand,New Zealand,Sri Lanka,False
Auckland,"Apr 1, 1995",Sri Lanka,New Zealand,New Zealand,Sri Lanka,False
Sharjah,"Apr 5, 1995",India,U.A.E.,India,Bangladesh,True
Sharjah,"Apr 6, 1995",Sri Lanka,U.A.E.,Sri Lanka,Bangladesh,True
Sharjah,"Apr 7, 1995",Pakistan,U.A.E.,Pakistan,India,True
Sharjah,"Apr 8, 1995",Pakistan,U.A.E.,Pakistan,Bangladesh,True
Sharjah,"Apr 9, 1995",India,U.A.E.,Sri Lanka,India,True
Sharjah,"Apr 11, 1995",Sri Lanka,U.A.E.,Sri Lanka,Pakistan,True
Sharjah,"Apr 14, 1995",India,U.A.E.,Sri Lanka,India,True
Nottingham,"May 24-25, 1995",West Indies,England,England,West Indies,False
The Oval,"May 26, 1995",England,England,England,West Indies,False
Lord's,"May 28, 1995",England,England,England,West Indies,False
Gujranwala,"Sep 29, 1995",Pakistan,Pakistan,Pakistan,Sri Lanka,False
Faisalabad,"Oct 1, 1995",Sri Lanka,Pakistan,Pakistan,Sri Lanka,False
Rawalpindi,"Oct 3, 1995",Sri Lanka,Pakistan,Pakistan,Sri Lanka,False
Sharjah,"Oct 11, 1995",Sri Lanka,U.A.E.,West Indies,Sri Lanka,True
Sharjah,"Oct 12, 1995",Pakistan,U.A.E.,Sri Lanka,Pakistan,True
Sharjah,"Oct 13, 1995",Pakistan,U.A.E.,West Indies,Pakistan,True
Sharjah,"Oct 15, 1995",West Indies,U.A.E.,West Indies,Pakistan,True
Sharjah,"Oct 16, 1995",West Indies,U.A.E.,West Indies,Sri Lanka,True
Sharjah,"Oct 17, 1995",Sri Lanka,U.A.E.,Sri Lanka,Pakistan,True
Sharjah,"Oct 20, 1995",Sri Lanka,U.A.E.,West Indies,Sri Lanka,True
Harare,"Oct 21, 1995",South Africa,Zimbabwe,Zimbabwe,South Africa,False
Harare,"Oct 22, 1995",South Africa,Zimbabwe,Zimbabwe,South Africa,False
Jamshedpur,"Nov 15, 1995",New Zealand,India,India,New Zealand,False
Amritsar,"Nov 18, 1995",India,India,India,New Zealand,False
Pune,"Nov 24, 1995",India,India,India,New Zealand,False
Nagpur,"Nov 26, 1995",New Zealand,India,India,New Zealand,False
Mumbai,"Nov 29, 1995",India,India,India,New Zealand,False
Dunedin,"Dec 15, 1995",Pakistan,New Zealand,New Zealand,Pakistan,False
Adelaide,"Dec 15, 1995",Sri Lanka,Australia,West Indies,Sri Lanka,True
Christchurch,"Dec 17, 1995",New Zealand,New Zealand,New Zealand,Pakistan,False
Adelaide,"Dec 17, 1995",Australia,Australia,Australia,West Indies,False
Melbourne,"Dec 19, 1995",Australia,Australia,Australia,West Indies,False
Wellington,"Dec 20, 1995",Pakistan,New Zealand,New Zealand,Pakistan,False
Sydney,"Dec 21, 1995",Australia,Australia,Australia,Sri Lanka,False
Auckland,"Dec 23, 1995",New Zealand,New Zealand,New Zealand,Pakistan,False
Sydney,"Jan 1, 1996",Australia,Australia,Australia,West Indies,False
Hobart,"Jan 3, 1996",West Indies,Australia,West Indies,Sri Lanka,True
Brisbane,"Jan 5, 1996",West Indies,Australia,West Indies,Sri Lanka,True
Brisbane,"Jan 7, 1996",West Indies,Australia,Australia,West Indies,False
Melbourne,"Jan 9, 1996",Sri Lanka,Australia,Australia,Sri Lanka,False
Cape Town,"Jan 9, 1996",South Africa,South Africa,South Africa,England,False
Bloemfontein,"Jan 11, 1996",England,South Africa,South Africa,England,False
Perth,"Jan 12, 1996",Australia,Australia,Australia,Sri Lanka,False
Johannesburg,"Jan 13, 1996",South Africa,South Africa,South Africa,England,False
Perth,"Jan 14, 1996",Sri Lanka,Australia,West Indies,Sri Lanka,True
Centurion,"Jan 14, 1996",South Africa,South Africa,South Africa,England,False
Melbourne,"Jan 16, 1996",Sri Lanka,Australia,Australia,Sri Lanka,False
Durban,"Jan 17, 1996",South Africa,South Africa,South Africa,England,False
Melbourne,"Jan 18, 1996",Australia,Australia,Australia,Sri Lanka,False
East London,"Jan 19, 1996",South Africa,South Africa,South Africa,England,False
Sydney,"Jan 20, 1996",Australia,Australia,Australia,Sri Lanka,False
Port Elizabeth,"Jan 21, 1996",South Africa,South Africa,South Africa,England,False
Auckland,"Jan 28, 1996",New Zealand,New Zealand,New Zealand,Zimbabwe,False
Wellington,"Jan 31, 1996",New Zealand,New Zealand,New Zealand,Zimbabwe,False
Napier,"Feb 3, 1996",Zimbabwe,New Zealand,New Zealand,Zimbabwe,False
Ahmedabad,"Feb 14, 1996",New Zealand,India,New Zealand,England,True
Rawalpindi,"Feb 16, 1996",South Africa,Pakistan,U.A.E.,South Africa,True
Hyderabad,"Feb 16, 1996",West Indies,India,Zimbabwe,West Indies,True
Vadodara,"Feb 17, 1996",New Zealand,India,New Zealand,Netherlands,True
Cuttack,"Feb 18, 1996",India,India,India,Kenya,False
Peshawar,"Feb 18, 1996",England,Pakistan,U.A.E.,England,True
Faisalabad,"Feb 20, 1996",South Africa,Pakistan,South Africa,New Zealand,True
Colombo,"Feb 21, 1996",Sri Lanka,Sri Lanka,Sri Lanka,Zimbabwe,False
Gwalior,"Feb 21, 1996",India,India,India,West Indies,False
Peshawar,"Feb 22, 1996",England,Pakistan,Netherlands,England,True
Visakhapatnam,"Feb 23, 1996",Australia,India,Kenya,Australia,True
Gujranwala,"Feb 24, 1996",Pakistan,Pakistan,Pakistan,U.A.E.,False
