"Agency","Agency.Type","Distribution.Channel","Product.Name","Claim","Duration","Destination","Net.Sales","Commision..in.value.","Gender","Age"
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",18,"VIET NAM",21,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",18,"INDIA",80,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",35,"INDIA",21,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",4,"MALAYSIA",14,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",39,"SOUTH AFRICA",80,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",29,"UNITED STATES",68,0,"",43
"EPX","Travel Agency","Online","Cancellation Plan","No",212,"INDIA",14,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",3,"THAILAND",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",95,"INDONESIA",10,0,"",35
"EPX","Travel Agency","Online","Cancellation Plan","No",20,"PHILIPPINES",18,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",25,"CANADA",59,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",36,"INDIA",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",13,"SINGAPORE",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",97,"SPAIN",80,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",3,"MALAYSIA",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",20,"CHINA",20,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",23,"THAILAND",10,0,"",28
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",6,"VIET NAM",20,0,"",36
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",2,"UNITED KINGDOM",70,0,"",36
"KML","Travel Agency","Online","Value Plan","No",12,"INDONESIA",33,12.54,"F",48
"LWC","Travel Agency","Online","Single Trip Travel Protect Silver","No",33,"AUSTRIA",85,55.25,"F",36
"LWC","Travel Agency","Online","Single Trip Travel Protect Silver","No",5,"THAILAND",25,16.25,"F",42
"SSI","Airlines","Online","Ticket Protector","No",4,"SINGAPORE",1.93,0.54,"",48
"SSI","Airlines","Online","Ticket Protector","No",72,"SINGAPORE",4.44,1.25,"",48
"JZI","Airlines","Online","Basic Plan","No",103,"KOREA, REPUBLIC OF",26,9.1,"F",48
"JZI","Airlines","Online","Value Plan","No",16,"UNITED KINGDOM",49,17.15,"M",55
"C2B","Airlines","Online","Bronze Plan","No",56,"SINGAPORE",44.5,11.13,"F",26
"C2B","Airlines","Online","Bronze Plan","No",158,"SINGAPORE",185,46.25,"M",32
"C2B","Airlines","Online","Bronze Plan","Yes",7,"SINGAPORE",17,4.25,"F",44
"C2B","Airlines","Online","Bronze Plan","No",15,"SINGAPORE",53.5,13.38,"F",24
"C2B","Airlines","Online","Bronze Plan","No",4,"SINGAPORE",23,5.75,"F",59
"C2B","Airlines","Online","Bronze Plan","No",11,"SINGAPORE",29.5,7.38,"M",32
"C2B","Airlines","Online","Bronze Plan","No",18,"SINGAPORE",30.55,7.64,"M",29
"C2B","Airlines","Online","Bronze Plan","No",58,"SINGAPORE",47,11.75,"F",32
"C2B","Airlines","Online","Bronze Plan","No",13,"SINGAPORE",13.5,3.38,"F",55
"C2B","Airlines","Online","Bronze Plan","No",15,"SINGAPORE",23,5.75,"M",34
"C2B","Airlines","Online","Bronze Plan","No",4,"SINGAPORE",13.5,3.38,"M",25
"C2B","Airlines","Online","Bronze Plan","No",6,"SINGAPORE",13.5,3.38,"M",69
"C2B","Airlines","Online","Bronze Plan","No",19,"SINGAPORE",29.5,7.38,"F",26
"C2B","Airlines","Online","Silver Plan","No",10,"SINGAPORE",33.5,8.38,"M",33
"C2B","Airlines","Online","Silver Plan","Yes",21,"SINGAPORE",72,18,"F",47
"C2B","Airlines","Online","Silver Plan","Yes",5,"SINGAPORE",15,3.75,"F",35
"C2B","Airlines","Online","Silver Plan","Yes",53,"SINGAPORE",63.5,15.88,"F",36
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",93,"ICELAND",108.9,65.34,"",33
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",4,"MALAYSIA",19.8,11.88,"",31
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",55,"MALAYSIA",39.6,23.76,"",39
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",14,"AUSTRALIA",108.9,65.34,"",35
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",87,"JAPAN",29.7,17.82,"",61
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",36,"GERMANY",168.3,100.98,"",59
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",11,"FRANCE",29.7,17.82,"",26
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",130,"HONG KONG",24,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",35,"ITALY",51,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",40,"GERMANY",0,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",26,"UNITED STATES",112,0,"",56
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",36,"THAILAND",20,0,"",39
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",65,"UNITED STATES",27,0,"",48
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",9,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",53,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",77,"CHINA",28,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",19,"HONG KONG",43,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",53,"UNITED KINGDOM",102,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",7,"INDONESIA",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",18,"THAILAND",24,0,"",29
"EPX","Travel Agency","Online","Cancellation Plan","No",37,"SINGAPORE",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",48,"INDIA",16,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",18,"SINGAPORE",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",78,"MALAYSIA",10,0,"",55
"EPX","Travel Agency","Online","Cancellation Plan","No",6,"HONG KONG",13,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",100,"UNITED STATES",50,0,"",31
"EPX","Travel Agency","Online","Cancellation Plan","No",53,"THAILAND",64,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",40,"HONG KONG",14,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",9,"JAPAN",80,0,"",56
"EPX","Travel Agency","Online","Cancellation Plan","No",17,"VIET NAM",23,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",18,"ROMANIA",69,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",39,"MYANMAR",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",34,"INDIA",10,0,"",36
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",4,"SINGAPORE",27,0,"",36
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",20,"CHINA",41,0,"",36
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",18,"SINGAPORE",40,0,"",36
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",2,"SINGAPORE",20,0,"",36
"JWT","Airlines","Online","Value Plan","No",5,"INDIA",31,12.4,"M",118
"JWT","Airlines","Online","Value Plan","No",5,"INDIA",31,12.4,"M",118
"JWT","Airlines","Online","Value Plan","No",18,"INDIA",31,12.4,"M",118
"RAB","Airlines","Online","Value Plan","No",31,"BRUNEI DARUSSALAM",15,6,"M",53
"SSI","Airlines","Online","Ticket Protector","No",2,"SINGAPORE",5.92,1.66,"",48
"SSI","Airlines","Online","Ticket Protector","No",24,"SINGAPORE",0.71,0.2,"",48
"SSI","Airlines","Online","Ticket Protector","Yes",65,"SINGAPORE",4.76,1.33,"",48
"JZI","Airlines","Online","Basic Plan","No",9,"CHINA",35,12.25,"F",54
"JZI","Airlines","Online","Basic Plan","No",45,"THAILAND",22,7.7,"M",68
"JZI","Airlines","Online","Basic Plan","No",48,"THAILAND",22,7.7,"M",23
"JZI","Airlines","Online","Basic Plan","No",7,"BRUNEI DARUSSALAM",22,7.7,"M",45
"JZI","Airlines","Online","Value Plan","No",27,"UNITED KINGDOM",109,38.15,"M",31
"JZI","Airlines","Online","Value Plan","No",41,"KOREA, REPUBLIC OF",45,15.75,"F",54
"CCR","Travel Agency","Offline","Comprehensive Plan","No",238,"MALAYSIA",29,9.57,"F",78
"C2B","Airlines","Online","Bronze Plan","No",32,"SINGAPORE",13.5,3.38,"F",29
"C2B","Airlines","Online","Bronze Plan","No",13,"SINGAPORE",13.5,3.38,"M",24
"C2B","Airlines","Online","Bronze Plan","No",17,"SINGAPORE",29.5,7.38,"M",37
"C2B","Airlines","Online","Bronze Plan","No",5,"SINGAPORE",13.5,3.38,"M",27
"C2B","Airlines","Online","Bronze Plan","No",10,"SINGAPORE",23.5,5.88,"M",37
"C2B","Airlines","Online","Bronze Plan","No",19,"SINGAPORE",34.5,8.63,"F",66
"C2B","Airlines","Online","Bronze Plan","No",12,"SINGAPORE",23.5,5.88,"F",30
"C2B","Airlines","Online","Bronze Plan","No",3,"SINGAPORE",11.5,2.88,"F",28
"C2B","Airlines","Online","Bronze Plan","No",20,"SINGAPORE",53.5,13.38,"F",49
"C2B","Airlines","Online","Silver Plan","Yes",52,"SINGAPORE",63.5,15.88,"F",35
"C2B","Airlines","Online","Silver Plan","Yes",43,"SINGAPORE",63.5,15.88,"M",31
"C2B","Airlines","Online","Silver Plan","No",13,"SINGAPORE",41.5,10.38,"M",45
"C2B","Airlines","Online","Silver Plan","No",11,"SINGAPORE",33.5,8.38,"M",50
"C2B","Airlines","Online","Silver Plan","No",4,"SINGAPORE",24.05,6.01,"M",39
"C2B","Airlines","Online","Annual Silver Plan","No",383,"SINGAPORE",252.85,63.21,"F",36
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",15,"AUSTRALIA",0,23.76,"",29
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",9,"GERMANY",69.3,41.58,"",39
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",30,"MALAYSIA",29.7,17.82,"",74
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",31,"ITALY",207.9,124.74,"",44
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",47,"AUSTRALIA",79.2,47.52,"",33
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",49,"AUSTRALIA",59.4,35.64,"",40
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",12,"AUSTRALIA",39.6,23.76,"",31
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",263,"NETHERLANDS",59,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",15,"KOREA, REPUBLIC OF",66,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",12,"MALAYSIA",20,0,"",56
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",3,"THAILAND",35,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",53,"PHILIPPINES",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",138,"KOREA, REPUBLIC OF",46,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",30,"GERMANY",112,0,"",34
"EPX","Travel Agency","Online","Cancellation Plan","No",13,"INDONESIA",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",8,"VIET NAM",25,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",1,"BRUNEI DARUSSALAM",36,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",40,"MALAYSIA",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",53,"CHINA",12,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",162,"NEPAL",25,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",2,"CHINA",22,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",26,"SINGAPORE",37,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",4,"CHINA",35,0,"",36
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",2,"SINGAPORE",29,0,"",36
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",23,"KOREA, REPUBLIC OF",46,0,"",36
"JWT","Airlines","Online","Value Plan","No",69,"INDIA",50,20,"M",118
"KML","Travel Agency","Online","Value Plan","No",35,"INDONESIA",33,12.54,"M",48
"LWC","Travel Agency","Online","Single Trip Travel Protect Silver","No",10,"JAPAN",33,21.45,"M",37
"JZI","Airlines","Online","Basic Plan","No",1,"THAILAND",18,6.3,"M",54
"JZI","Airlines","Online","Basic Plan","No",38,"HONG KONG",35,12.25,"M",51
"JZI","Airlines","Online","Basic Plan","No",55,"HONG KONG",35,12.25,"F",32
"JZI","Airlines","Online","Basic Plan","No",6,"VIET NAM",18,6.3,"M",31
"JZI","Airlines","Online","Basic Plan","No",6,"INDONESIA",18,6.3,"F",30
"JZI","Airlines","Online","Basic Plan","No",39,"CHINA",26,9.1,"F",49
"JZI","Airlines","Online","Basic Plan","No",25,"CHINA",56,19.6,"M",60
"JZI","Airlines","Online","Value Plan","No",4,"MALAYSIA",33,11.55,"M",30
"CSR","Travel Agency","Offline","Comprehensive Plan","Yes",77,"THAILAND",29,9.57,"F",69
"C2B","Airlines","Online","Bronze Plan","No",50,"SINGAPORE",23,5.75,"F",67
"C2B","Airlines","Online","Bronze Plan","No",13,"SINGAPORE",23,5.75,"F",42
"C2B","Airlines","Online","Bronze Plan","No",41,"SINGAPORE",17,4.25,"F",81
"C2B","Airlines","Online","Bronze Plan","No",52,"SINGAPORE",62,15.5,"M",32
"C2B","Airlines","Online","Bronze Plan","No",2,"SINGAPORE",15,3.75,"F",26
"C2B","Airlines","Online","Silver Plan","No",45,"SINGAPORE",41.5,10.38,"F",43
"C2B","Airlines","Online","Silver Plan","No",40,"SINGAPORE",84.5,21.13,"M",57
"C2B","Airlines","Online","Silver Plan","No",63,"SINGAPORE",137,34.25,"F",28
"C2B","Airlines","Online","Silver Plan","No",14,"SINGAPORE",54.5,13.63,"M",33
"C2B","Airlines","Online","Silver Plan","No",8,"SINGAPORE",18.5,4.63,"M",22
"C2B","Airlines","Online","Silver Plan","No",23,"SINGAPORE",78.5,19.63,"F",29
"C2B","Airlines","Online","Gold Plan","No",4,"SINGAPORE",27,6.75,"M",30
"C2B","Airlines","Online","Annual Silver Plan","No",364,"SINGAPORE",187.85,46.96,"M",29
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",4,"MALAYSIA",19.8,11.88,"",31
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",12,"MALAYSIA",39.6,23.76,"",44
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",42,"AUSTRALIA",59.4,35.64,"",32
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",120,"MALAYSIA",9.9,5.94,"",32
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",2,"MALAYSIA",9.9,5.94,"",31
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",16,"AUSTRALIA",69.3,41.58,"",31
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",39,"MALAYSIA",39.6,23.76,"",46
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",56,"NEW ZEALAND",99,59.4,"",31
"EPX","Travel Agency","Online","2 way Comprehensive Plan","Yes",20,"CHINA",66,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",58,"SINGAPORE",24,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","Yes",86,"CHINA",44,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",37,"CHINA",40,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",11,"CHINA",101,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",33,"KOREA, REPUBLIC OF",45,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",38,"HONG KONG",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",146,"THAILAND",28,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",19,"THAILAND",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",6,"SINGAPORE",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",37,"HONG KONG",20,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",21,"CHINA",37,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",12,"PHILIPPINES",12,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",5,"AUSTRALIA",12,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",42,"MALAYSIA",10,0,"",23
"EPX","Travel Agency","Online","Cancellation Plan","No",77,"UNITED STATES",49,0,"",24
"EPX","Travel Agency","Online","Cancellation Plan","No",1,"HONG KONG",10,0,"",37
"EPX","Travel Agency","Online","Cancellation Plan","No",66,"THAILAND",10,0,"",26
"EPX","Travel Agency","Online","Cancellation Plan","No",26,"JAPAN",59,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",6,"AUSTRALIA",71,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",14,"SINGAPORE",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",4,"BANGLADESH",11,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",37,"CANADA",15,0,"",25
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",21,"SPAIN",20,0,"",36
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",9,"CHINA",20,0,"",36
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",52,"UNITED STATES",59,0,"",20
"JWT","Airlines","Online","Value Plan","No",7,"INDIA",39,15.6,"F",118
"RAB","Airlines","Online","Value Plan","No",7,"BRUNEI DARUSSALAM",15,6,"M",39
"LWC","Travel Agency","Online","Annual Travel Protect Gold","No",365,"UNITED STATES",320,208,"F",33
"LWC","Travel Agency","Online","Single Trip Travel Protect Platinum","No",3,"THAILAND",26,16.9,"F",34
"SSI","Airlines","Online","Ticket Protector","No",58,"SINGAPORE",3.99,1.12,"",48
"SSI","Airlines","Online","Ticket Protector","No",67,"SINGAPORE",12.35,3.46,"",48
"JZI","Airlines","Online","Basic Plan","No",59,"PHILIPPINES",33,11.55,"F",28
"JZI","Airlines","Online","Basic Plan","No",40,"KOREA, REPUBLIC OF",35,12.25,"F",34
"JZI","Airlines","Online","Basic Plan","No",57,"CHINA",50,17.5,"M",32
"JZI","Airlines","Online","Basic Plan","No",3,"MALAYSIA",18,6.3,"M",57
"JZI","Airlines","Online","Basic Plan","No",19,"SRI LANKA",44,15.4,"M",51
"JZI","Airlines","Online","Value Plan","No",23,"THAILAND",33,11.55,"M",23
"CCR","Travel Agency","Offline","Comprehensive Plan","No",135,"MALAYSIA",29,9.57,"F",35
"C2B","Airlines","Online","Bronze Plan","No",11,"SINGAPORE",17,4.25,"F",27
"C2B","Airlines","Online","Bronze Plan","No",3,"SINGAPORE",13.5,3.38,"F",66
"C2B","Airlines","Online","Bronze Plan","No",41,"SINGAPORE",53.5,13.38,"F",32
"C2B","Airlines","Online","Bronze Plan","No",6,"SINGAPORE",18,4.5,"F",39
"C2B","Airlines","Online","Bronze Plan","No",7,"SINGAPORE",28.5,7.13,"M",39
"C2B","Airlines","Online","Bronze Plan","No",20,"SINGAPORE",13.5,3.38,"M",52
"C2B","Airlines","Online","Silver Plan","No",9,"SINGAPORE",18.5,4.63,"F",53
"C2B","Airlines","Online","Silver Plan","No",11,"SINGAPORE",33.5,8.38,"M",37
"C2B","Airlines","Online","Silver Plan","No",11,"SINGAPORE",18.5,4.63,"F",36
"C2B","Airlines","Online","Silver Plan","No",155,"SINGAPORE",319,79.75,"M",4
"C2B","Airlines","Online","Silver Plan","No",15,"SINGAPORE",41.5,10.38,"F",29
"C2B","Airlines","Online","Silver Plan","No",107,"SINGAPORE",54.5,13.63,"F",35
"C2B","Airlines","Online","Silver Plan","No",49,"SINGAPORE",15,3.75,"F",31
"C2B","Airlines","Online","Gold Plan","No",11,"SINGAPORE",35.5,8.88,"M",28
"C2B","Airlines","Online","Annual Silver Plan","No",377,"SINGAPORE",252.85,63.21,"F",57
"C2B","Airlines","Online","Annual Silver Plan","No",370,"SINGAPORE",252.85,63.21,"F",32
"C2B","Airlines","Online","Annual Silver Plan","Yes",364,"SINGAPORE",252.85,63.21,"M",29
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",203,"MALAYSIA",19.8,11.88,"",48
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",16,"AUSTRALIA",49.5,29.7,"",42
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",71,"PORTUGAL",49.5,29.7,"",38
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",64,"MALAYSIA",39.6,23.76,"",26
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",9,"THAILAND",29.7,17.82,"",43
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",37,"AUSTRALIA",39.6,23.76,"",47
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",42,"AUSTRALIA",49.5,29.7,"",41
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",26,"UNITED STATES",106,0,"",44
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",131,"AUSTRALIA",99,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",41,"HONG KONG",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",43,"NETHERLANDS",112,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",3,"MALAYSIA",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",12,"TANZANIA, UNITED REPUBLIC OF",81,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",12,"CHINA",37,0,"",36
